,index,username,tweetcreatedts,text,text_length,BERT_processed_text,BERT_processed_text_length,sentiments
28,533,vijaykumarrrrr_,2020-07-08 05:21:42,"in 2011 , then - workers ' party chief low thia khiang boldly moved out of hougang to take on the pap in aljunied grc . in 2018 , low made another bold move "" out "" - handing the reins to a younger , less heartland chinese - centric team . this , we will see if it pays off .",62,"[CLS] in 2011 , then - workers ' party chief low thia khiang boldly moved out of hougang to take on the pap in aljunied grc . in 2018 , low made another bold move "" out "" - handing the reins to a younger , less heartland chinese - centric team . this , we will see if it pays off .",73,neutral
29,527,ffawaa,2020-07-08 05:30:57,"in 2011 , then - workers ' party chief low thia khiang boldly moved out of hougang to take on the pap in aljunied grc . in 2018 , low made another bold move "" out "" - handing the reins to a younger , less heartland chinese - centric team . this , we will see if it pays off .",62,"[CLS] in 2011 , then - workers ' party chief low thia khiang boldly moved out of hougang to take on the pap in aljunied grc . in 2018 , low made another bold move "" out "" - handing the reins to a younger , less heartland chinese - centric team . this , we will see if it pays off .",73,neutral
30,548,lummysean,2020-07-08 04:56:36,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
31,965,poppypoppies,2020-07-07 14:30:43,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
32,369,taroballss,2020-07-08 09:33:37,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
33,804,Hartonope,2020-07-07 17:54:32,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
34,1032,eisen,2020-07-07 13:33:52,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
35,625,nahdahsudah,2020-07-08 03:38:23,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
36,915,dazhan14,2020-07-07 15:31:37,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
37,529,shvjivh,2020-07-08 05:29:12,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
38,628,coffeebrotea,2020-07-08 03:33:36,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
39,184,icedwater,2020-07-08 13:48:28,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
40,630,BeySlay10,2020-07-08 03:32:25,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
41,363,ChingActually,2020-07-08 09:44:50,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
42,794,NerdSing,2020-07-07 18:08:00,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
43,1029,kairos_catcher,2020-07-07 13:35:31,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
44,612,mcnadggets,2020-07-08 04:02:56,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
45,957,0971020c,2020-07-07 14:40:30,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
46,963,ganeyshfrost,2020-07-07 14:33:25,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
47,959,sgpoliticswoke,2020-07-07 14:39:37,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
48,402,JemmtheLopezz,2020-07-08 08:17:30,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
49,1024,jursit,2020-07-07 13:37:29,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
50,561,shaznasim_,2020-07-08 04:45:54,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
51,1009,dweenzers,2020-07-07 13:49:01,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
52,885,digitalmozart,2020-07-07 16:06:06,"2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",65,"[CLS] 2011 : "" beware of ' rojak govt ' if pap loses power , ( lim ) swee say warns "" 2015 : "" no guarantee pap will be in govt after polls : khaw boon wan "" 2020 : "" 3 biggest opposition parties could be ' replacement for the govt ', says chan chun sing "" new election , old scare tactics .",72,negative
